profile id;profile name;trajectory id;timestamp;latitude;longitude;type
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:01;47,501670;19,033860;poi(place_of_departure)
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:01:04.694330268;47,501671;19,033755;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:01:05.554561122;47,501658;19,033755;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:01:13.799200929;47,501534;19,033737;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:01:16.594676845;47,501548;19,033796;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:01:17.865295837;47,501554;19,033823;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:01:30.549922585;47,501615;19,034092;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:01:35.589946176;47,501639;19,034199;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:01:56.321694628;47,501738;19,034639;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:04.686395525;47,501779;19,034816;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:12.322037589;47,501675;19,034890;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:13.655761833;47,501664;19,034915;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:15.363466609;47,501651;19,034948;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:25.365802309;47,501734;19,035135;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:26.456506716;47,501721;19,035150;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:33.879222726;47,501629;19,035245;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:38.056958177;47,501577;19,035298;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:54.635243909;47,501420;19,035587;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:02:57.205383314;47,501395;19,035631;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:03:00.280949834;47,501368;19,035687;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:03:02.209950852;47,501353;19,035724;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:03:22.732793109;47,501136;19,036052;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:03:25.935870161;47,501102;19,036103;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:03:29.711402184;47,501064;19,036166;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:03:33.934889582;47,501109;19,036233;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:03:36.505037188;47,501134;19,036277;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:03:48.555006244;47,501249;19,036486;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:04:32.746933154;47,501313;19,037470;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:05:38.617053388;47,502308;19,037514;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:05:44.715336094;47,502400;19,037522;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:05:50.457054148;47,502482;19,037564;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:06:09.383208290;47,502723;19,037792;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:06:17.196458286;47,502829;19,037869;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:06:20.032068312;47,502866;19,037901;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:06:26.246643882;47,502795;19,037992;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:06:29.506671787;47,502822;19,038053;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:06:32.385208351;47,502831;19,038116;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:06:33.846349328;47,502824;19,038147;waypoint
88a95880-19ed-43d9-a54c-502f920b15d1;DarleneKupper;DarleneKupper@72cef2cd-4d12-4116-bcc1-4cec2a49a7ae  [profileId 88a95880-19ed-43d9-a54c-502f920b15d1];2022-06-21T13:06:36.641166131;47,502863;19,038171;waypoint
